Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
Comoros,COM,"Population, total",SP.POP.TOTL,2020,802163.0,Sub-Saharan Africa,Lower middle income
Comoros,COM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,9.97303540552232,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,0.0322950314052512,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,486.4255726822558,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,14.51049995,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,42.5027574227056,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2020,95989998.0,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,3.5941244628424727,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,1993.586671931001,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,21.99850082,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,97.6561289989503,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,2020,5752791.0,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,7.996118753488525,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,19.7191477697087,Latin America & Caribbean,High income
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,12475.68520768138,Latin America & Caribbean,High income
Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,80.53018608,Latin America & Caribbean,High income
Costa Rica,CRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,142.481526800044,Latin America & Caribbean,High income
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2020,5034320.0,Latin America & Caribbean,High income
Costa Rica,CRI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,1335.2349473215847,Latin America & Caribbean,High income
Cote d'Ivoire,CIV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,0.903911262107671,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,2179.7293483293465,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,36.01660156,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,138.663750301785,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,2020,28915449.0,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,51.633298172198536,Sub-Saharan Africa,Lower middle income
Croatia,HRV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,26.0744550144438,Europe & Central Asia,High income
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,14807.555922754396,Europe & Central Asia,High income
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,78.32090004,Europe & Central Asia,High income
Croatia,HRV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,110.666299439701,Europe & Central Asia,High income
Croatia,HRV,"Population, total",SP.POP.TOTL,2020,3914206.0,Europe & Central Asia,High income
Croatia,HRV,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,23114.26634162842,Europe & Central Asia,High income
Cuba,CUB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,2.07271530590388,Latin America & Caribbean,Upper middle income
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,9605.27914559614,Latin America & Caribbean,Upper middle income
Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,71.11907507,Latin America & Caribbean,Upper middle income
Cuba,CUB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,59.6058696780721,Latin America & Caribbean,Upper middle income
Cuba,CUB,"Population, total",SP.POP.TOTL,2020,11176354.0,Latin America & Caribbean,Upper middle income
Cuba,CUB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,69.34282861834907,Latin America & Caribbean,Upper middle income
Curacao,CUW,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,31.5936827768109,Latin America & Caribbean,High income
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,16299.813468860468,Latin America & Caribbean,High income
Curacao,CUW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,91.8829519290015,Latin America & Caribbean,High income
Curacao,CUW,"Population, total",SP.POP.TOTL,2020,155482.0,Latin America & Caribbean,High income
Curacao,CUW,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,4727.235306980872,Latin America & Caribbean,High income
Cyprus,CYP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,36.3127392017496,Europe & Central Asia,High income
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,28130.330078125,Europe & Central Asia,High income
Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,90.80194644,Europe & Central Asia,High income
Cyprus,CYP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,135.588846364133,Europe & Central Asia,High income
Cyprus,CYP,"Population, total",SP.POP.TOTL,2020,1302247.0,Europe & Central Asia,High income
Cyprus,CYP,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,23168.41582280473,Europe & Central Asia,High income
Czechia,CZE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,36.4490898642092,Europe & Central Asia,High income
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,23472.891545441667,Europe & Central Asia,High income
Czechia,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,81.33889705,Europe & Central Asia,High income
Czechia,CZE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,123.219460160155,Europe & Central Asia,High income
Czechia,CZE,"Population, total",SP.POP.TOTL,2020,10697858.0,Europe & Central Asia,High income
Czechia,CZE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,67601.75728636517,Europe & Central Asia,High income
Denmark,DNK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,44.4185659681079,Europe & Central Asia,High income
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,60985.48856015139,Europe & Central Asia,High income
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,96.54914573,Europe & Central Asia,High income
Denmark,DNK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,124.370019531752,Europe & Central Asia,High income
Denmark,DNK,"Population, total",SP.POP.TOTL,2020,5831404.0,Europe & Central Asia,High income
Denmark,DNK,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,277081.8142594819,Europe & Central Asia,High income
Djibouti,DJI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,2.26685414608193,Middle East & North Africa,Lower middle income
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,2844.888106478533,Middle East & North Africa,Lower middle income
Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,59.92570114,Middle East & North Africa,Lower middle income
Djibouti,DJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,39.2725038635961,Middle East & North Africa,Lower middle income
Djibouti,DJI,"Population, total",SP.POP.TOTL,2020,1105188.0,Middle East & North Africa,Lower middle income
Djibouti,DJI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,44.33634820501128,Middle East & North Africa,Lower middle income
Dominica,DMA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,27.0611042872153,Latin America & Caribbean,Upper middle income
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,7827.748426804263,Latin America & Caribbean,Upper middle income
Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,75.65670013,Latin America & Caribbean,Upper middle income
Dominica,DMA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,110.409483077561,Latin America & Caribbean,Upper middle income
Dominica,DMA,"Population, total",SP.POP.TOTL,2020,67573.0,Latin America & Caribbean,Upper middle income
Dominica,DMA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,49990.38077338582,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,9.37345457518418,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,7135.222732558986,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,81.61730194,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,81.6619005659366,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,2020,11008300.0,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,124.90575293187868,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,13.5146940353863,Latin America & Caribbean,Upper middle income
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,5463.645153485981,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,70.7,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,88.2554920433727,Latin America & Caribbean,Upper middle income
Ecuador,ECU,"Population, total",SP.POP.TOTL,2020,17546065.0,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,382.4789204873002,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,8.5396308016812,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,3511.1138102637947,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,71.91420096,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,87.2316871725819,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,2020,109315124.0,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,41.19283622639444,Middle East & North Africa,Lower middle income
El Salvador,SLV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,8.53679094316574,Latin America & Caribbean,Upper middle income
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,3997.192795837087,Latin America & Caribbean,Upper middle income
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,54.60136976,Latin America & Caribbean,Upper middle income
El Salvador,SLV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,159.575329772708,Latin America & Caribbean,Upper middle income
El Salvador,SLV,"Population, total",SP.POP.TOTL,2020,6234673.0,Latin America & Caribbean,Upper middle income
El Salvador,SLV,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,140.5045621478464,Latin America & Caribbean,Upper middle income
Equatorial Guinea,GNQ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,0.107371649223871,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,5764.055029129468,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,55.00130081,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,43.3495410342634,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,2020,1716468.0,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,27.381809623016565,Sub-Saharan Africa,Upper middle income
Eritrea,ERI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,0.151916994984612,Sub-Saharan Africa,Low income
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,14.34939957,Sub-Saharan Africa,Low income
Eritrea,ERI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,54.7205015934574,Sub-Saharan Africa,Low income
Eritrea,ERI,"Population, total",SP.POP.TOTL,2020,3291271.0,Sub-Saharan Africa,Low income
Eritrea,ERI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,0.911501969907674,Sub-Saharan Africa,Low income
Estonia,EST,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,34.2700326171401,Europe & Central Asia,High income
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,23933.993942106536,Europe & Central Asia,High income
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,89.05828666,Europe & Central Asia,High income
Estonia,EST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,144.832210121466,Europe & Central Asia,High income
Estonia,EST,"Population, total",SP.POP.TOTL,2020,1329522.0,Europe & Central Asia,High income
Estonia,EST,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,84354.37698661625,Europe & Central Asia,High income
Eswatini,SWZ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,2.29004241533492,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,3466.569362781452,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,49.01300049,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,104.747264466614,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,"Population, total",SP.POP.TOTL,2020,1192729.0,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,107.3169177575124,Sub-Saharan Africa,Lower middle income
Ethiopia,ETH,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,0.178274598062049,Sub-Saharan Africa,Low income
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,829.7909825529507,Sub-Saharan Africa,Low income
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,16.06959915,Sub-Saharan Africa,Low income
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,37.4208472347226,Sub-Saharan Africa,Low income
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2020,118917671.0,Sub-Saharan Africa,Low income
Ethiopia,ETH,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,5.49960316663114,Sub-Saharan Africa,Low income
Faroe Islands,FRO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,35.0714054804419,Europe & Central Asia,High income
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,62247.92739070984,Europe & Central Asia,High income
Faroe Islands,FRO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,112.600072261205,Europe & Central Asia,High income
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,2020,52561.0,Europe & Central Asia,High income
Faroe Islands,FRO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,5593.500884686365,Europe & Central Asia,High income
Fiji,FJI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,2.52053908190823,East Asia & Pacific,Upper middle income
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,4620.645723801395,East Asia & Pacific,Upper middle income
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,68.62560272,East Asia & Pacific,Upper middle income
Fiji,FJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,108.365037711907,East Asia & Pacific,Upper middle income
Fiji,FJI,"Population, total",SP.POP.TOTL,2020,914963.0,East Asia & Pacific,Upper middle income
Fiji,FJI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,260.11980812338857,East Asia & Pacific,Upper middle income
Finland,FIN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,33.3838974597133,Europe & Central Asia,High income
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,48828.68468627994,Europe & Central Asia,High income
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,92.17027106,Europe & Central Asia,High income
Finland,FIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,128.761294644181,Europe & Central Asia,High income
Finland,FIN,"Population, total",SP.POP.TOTL,2020,5529543.0,Europe & Central Asia,High income
Finland,FIN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,81650.50891185763,Europe & Central Asia,High income
France,FRA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,46.471240838575,Europe & Central Asia,High income
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,39169.86060007072,Europe & Central Asia,High income
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,84.70639801,Europe & Central Asia,High income
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,110.387215275645,Europe & Central Asia,High income
France,FRA,"Population, total",SP.POP.TOTL,2020,67601110.0,Europe & Central Asia,High income
France,FRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,36107.83905767228,Europe & Central Asia,High income
French Polynesia,PYF,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,22.9218972167803,East Asia & Pacific,High income
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,19966.48385038589,East Asia & Pacific,High income
French Polynesia,PYF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,119.981805744084,East Asia & Pacific,High income
French Polynesia,PYF,"Population, total",SP.POP.TOTL,2020,279209.0,East Asia & Pacific,High income
French Polynesia,PYF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,1235.6335218420609,East Asia & Pacific,High income
Gabon,GAB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,1.9206136043356,Sub-Saharan Africa,Upper middle income
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,6605.803460779041,Sub-Saharan Africa,Upper middle income
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,63.91790009,Sub-Saharan Africa,Upper middle income
Gabon,GAB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,131.301562643297,Sub-Saharan Africa,Upper middle income
Gabon,GAB,"Population, total",SP.POP.TOTL,2020,2322539.0,Sub-Saharan Africa,Upper middle income
Gabon,GAB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,42.19520102784065,Sub-Saharan Africa,Upper middle income
"Gambia, The",GMB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,0.198749231337348,Sub-Saharan Africa,Low income
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,720.3351433521331,Sub-Saharan Africa,Low income
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,36.01100159,Sub-Saharan Africa,Low income
"Gambia, The",GMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,106.448259811355,Sub-Saharan Africa,Low income
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2020,2515733.0,Sub-Saharan Africa,Low income
"Gambia, The",GMB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,27.82489238722869,Sub-Saharan Africa,Low income
Georgia,GEO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,25.5120429077493,Europe & Central Asia,Upper middle income
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,4300.85701291207,Europe & Central Asia,Upper middle income
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,72.53157487,Europe & Central Asia,Upper middle income
Georgia,GEO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,134.366007864735,Europe & Central Asia,Upper middle income
Georgia,GEO,"Population, total",SP.POP.TOTL,2020,3722716.0,Europe & Central Asia,Upper middle income
Georgia,GEO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,3497.4464879942493,Europe & Central Asia,Upper middle income
Germany,DEU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,43.3048696627,Europe & Central Asia,High income
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,47394.87345044692,Europe & Central Asia,High income
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,89.81294133,Europe & Central Asia,High income
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,128.424798814302,Europe & Central Asia,High income
Germany,DEU,"Population, total",SP.POP.TOTL,2020,83160871.0,Europe & Central Asia,High income
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,97517.56929049,Europe & Central Asia,High income
Ghana,GHA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,0.245771040587956,Sub-Saharan Africa,Lower middle income
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,2195.454816599868,Sub-Saharan Africa,Lower middle income
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,62.51760101,Sub-Saharan Africa,Lower middle income
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,126.887391353856,Sub-Saharan Africa,Lower middle income
Ghana,GHA,"Population, total",SP.POP.TOTL,2020,31887809.0,Sub-Saharan Africa,Lower middle income
Ghana,GHA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,57.89046215122525,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,58.0792303651895,Europe & Central Asia,High income
Gibraltar,GIB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,97.9680977524673,Europe & Central Asia,High income
Gibraltar,GIB,"Population, total",SP.POP.TOTL,2020,36173.0,Europe & Central Asia,High income
Gibraltar,GIB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,20927.210903159816,Europe & Central Asia,High income
Greece,GRC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,39.7876360746134,Europe & Central Asia,High income
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,17886.733165236048,Europe & Central Asia,High income
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,78.11584474,Europe & Central Asia,High income
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,106.669795200072,Europe & Central Asia,High income
Greece,GRC,"Population, total",SP.POP.TOTL,2020,10698599.0,Europe & Central Asia,High income
Greece,GRC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,8907.708383125679,Europe & Central Asia,High income
Greenland,GRL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,27.9190442225392,Europe & Central Asia,High income
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,54812.66617710234,Europe & Central Asia,High income
Greenland,GRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,117.614122681883,Europe & Central Asia,High income
Greenland,GRL,"Population, total",SP.POP.TOTL,2020,56367.0,Europe & Central Asia,High income
Greenland,GRL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,4115.883406957972,Europe & Central Asia,High income
Grenada,GRD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,27.4640926242683,Latin America & Caribbean,Upper middle income
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,8968.558901084838,Latin America & Caribbean,Upper middle income
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,65.65380096,Latin America & Caribbean,Upper middle income
Grenada,GRD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,102.079232600717,Latin America & Caribbean,Upper middle income
Grenada,GRD,"Population, total",SP.POP.TOTL,2020,116341.0,Latin America & Caribbean,Upper middle income
Grenada,GRD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,558.7024350830748,Latin America & Caribbean,Upper middle income
Guam,GUM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,1.8500474845521,East Asia & Pacific,High income
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,36482.93639536749,East Asia & Pacific,High income
Guam,GUM,"Population, total",SP.POP.TOTL,2020,162158.0,East Asia & Pacific,High income
Guam,GUM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,1085.361190937234,East Asia & Pacific,High income
Guatemala,GTM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,3.52588892585695,Latin America & Caribbean,Upper middle income
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,4477.617850006646,Latin America & Caribbean,Upper middle income
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,47.51229858,Latin America & Caribbean,Upper middle income
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,117.475884100805,Latin America & Caribbean,Upper middle income
Guatemala,GTM,"Population, total",SP.POP.TOTL,2020,17357325.0,Latin America & Caribbean,Upper middle income
Guatemala,GTM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2020,103.58739033808492,Latin America & Caribbean,Upper middle income
Guinea,GIN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2020,0.0074787698291168,Sub-Saharan Africa,Lower middle income
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,1053.660976964146,Sub-Saharan Africa,Lower middle income
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,26.14550018,Sub-Saharan Africa,Lower middle income
Guinea,GIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2020,107.776552007403,Sub-Saharan Africa,Lower middle income
Guinea,GIN,"Population, total",SP.POP.TOTL,2020,13371183.0,Sub-Saharan Africa,Lower middle income
